4523,I Don't Wanna Miss A Thing,Aerosmith,,
4526,I GOT YOU,James,,
4544,IF IT MAKES YOU HAPPY,SHERYL CROW,,
4546,I'M WALKIN',FATS DOMINO,,
4562,It's All Coming Back To Me Now,Celine Dion,,
4572,JACK AND DIANE,John Cougar Mellencamp,,
4574,Jennifer Eccles,The Hollies,,
4575,JET AIRLINER,Paul Pena,,
4578,JUNIOR'S FARM,WINGS,,
4580,JUST CAME BACK,COLLIN JAMES,,
4587,LAUGHING,GUESS WHO,,
4593,LET 'EM IN,PAUL McCARTNEY,,
4594,LET HER CRY,HOOTIE AND THE BLOWFISH,,
4595,LET HER CRY,HOOTIE AND THE BLOWFISH,,
4607,Living In America,Neil Diamond,,
4638,MISSIONARY MAN,Annie Lennox,,
4657,NEW WORLD MAN,RUSH,,
4661,NO SUGAR TONIGHT,GUESS WHO,,
4662,NO TIME,GUESS WHO,,
4664,NOTORIOUS,DURAN DURAN,,
4685,PARANOID,Black Sabbath,,
4686,PARDON ME SIR,Joe Cocker,,
4692,PERFECT,ALANIS MORISSETTE,,
4697,PICASSO'S LAST WORDS,PAUL McCARTNEY,,
4699,PLEASANT VALLEY SUN,THE MONKEES,,
4711,RED SECTOR A,Rush,,
4732,SCHOOL'S OUT,ALICE COOPER,,
4736,SHE,KISS,,
4742,Silly Love Songs,Paul McCartney,,
4745,SLEEPING IN MY CAR,ROXETTE,,
4810,THE TURN OF A FRIENDLY CARD,Alan Persons Project,,
4824,THESE EYES,GUESS WHO,,
4828,THIS COULD BE THE NIGHT,Paul Dean,,
4833,TIGER FEET,Chapman,,
4834,TIME STAND STILL,Rush,,
4842,TUBTHUMPING,CHUMBAWAMBA,,
4849,UNDERGROUND,Colin Hay,,
4850,UNION OF THE SNAKE,Bates,,
4854,VENUS AND MARS,McCartney,,
4868,WHAT GOES UP,ALAN PARSONS PROJECT,,
4872,WHAT KIND OF FOOL..,RICK SPRINGFIELD,,
4888,WILD THING,JIMI HENDRIX,,
4891,WOMAN TO WOMAN,Joe Cocker,,
4892,Wonderwall,Oasis,,
4907,YOU'RE MY BEST FRIEND,QUEEN,,
4926,Its My Life,Bon Jovi,,
4949,HEARTACHE TONIGHT,EAGLES,,
4953,I'll Be There For You,The Moffatts,,
4954,I'll Do Anything For Love,Meatloaf,,
4975,Life Is A Rollercoaster,Ronan Keating,,
4990,BASANG-BASA SA ULAN,AEGIS,,
5001,HALIK,AEGIS,,
5010,MUNTING PANGARAP,AEGIS,,
5018,Sinta,Aegis,,
5024,CONSTANTLY,CLIFF RICHARD,,
5026,Little Old Lady From Pasadena,Jan And Dean,,
5057,Rosanna,ToTo,,
5086,HELP ME RHONDA,BEACH BOYS,,
5104,Here For You,Fire House,,
5120,Sundot,Aegis,,
5162,Kisapmata,Rivermaya,,
5171,Luha,Aegis,,
5190,Nosi Balasi,Sampaguita,,
5198,Picha Pie,Parokya Ni Edgar,,
5200,PRETTY BOY,M2M,,
5205,SABI MO AKO LAMANG,MEN OPPOSE,,
5212,Sinta,Aegis,,
5217,Torn,Natalie Imbruglia,,
5220,Wag Mo Na Sana,Parokya Ni Edgar,,
5303,If I Could,Jonathan Davis,,
5304,Inuman Na,Parokya Ni Edgar,,
5310,ORDINARY WORLD,DURAN DURAN,,
5314,POSTCARDS FROM HEAVEN,LIGHTHOUSE FAMILY,,
5315,Push,Matchbox 20,,
5318,SA LANGIT WALA NG BEER,BIG TIME,,
5334,Belinda Bye Bye,Barbie's Cradle,,
5348,Best That You Can Do,Michael Ruff,,
5353,Does Anybody Knows What Time Is It,Chicago,,
5366,In My Dreams,Reo Speedwagon,,
5375,THE HEAT IS ON,GLEN FREY,,
5383,Wild World,Mr. Big,,
5389,A Collection,Marillion,,
5391,NO ONE CAN,MARILLION,,
5392,The Memory Remains,Metallica,,
5393,Don't Look Back In Anger,Oasis,,
5394,Hot Legs,Rod Stewart,,
5396,ARE YOU GONNA GO MY WAY,LENNY KRAVITZ,,
5397,All The Girls Love Alice,Elton John,,
5399,CUTS LIKE A KNIFE,BRYAN ADAMS,,
5401,All I Wanna Do Is Make Love To You,Heart,,
5404,NOBODY WINS,ELTON JOHN,,
5406,Againts The Wind,Bob Segar,,
5407,PLASTER CASTER,KISS,,
5410,MAHAL NA MAHAL KITA,AEGIS,,
5411,You Oughta Know,Alanis Morissette,,
5412,HE KNOWS YOU KNOW,MARILLION,,
5416,YOU GOT IT,ROY ORBISON,,
5417,Affairs Of The Heart,Fleetwood Mac,,
5419,To The Moon And Back,Savage Garden,,
5421,BEHIND BLUE EYES,THE WHO,,
5423,BURN DOWN THE MISSION,ELTON JOHN,,
5424,Heart Of The Sunrise,Yes,,
5426,Love Her Madly,Doors,,
5428,Pictured Life,Scorpions,,
5430,SO EMOTIONAL,WHITNEY HOUSTON,,
5432,YOU CAN'T DO THAT,BEATLES,,
5435,Again,Lenny Kravitz,,
5449,If You're Gone,Matchbox,,
5454,LIVING ON A JET PLANE,JET PANGAN GROUP,,
5458,LOVE SOMEBODY,RICK SPRINGFIELD,,
5461,Maneater,Hall And Oates,,
5468,Stuck In A Moment You Can't Get Out Of,U2,,
5471,The Only One,Chicago,,
5475,Where Are You Now,Nazareth,,
5476,Wild Boys,Duran Duran,,
5485,BULOY,PAROKYA NI EDGAR,,
5495,LAKAS TAMA,SIAKOL,,
5526,Torete,Moonstar 88,,
5530,Bitch,Meredith Brooks,,
5533,I'm Like A Bird,Nelly Furtado,,
5535,SWEET CHILD O' MINE,GUNS N' ROSES,,
5638,Prinsesa,The Teeth,,
5664,TUBTHUMPING,CHUMBAWAMBA,,
5677,Sinta,Aegis,,
5686,HIMALA,RIVERMAYA,,
5709,Bonggahan,Sampaguita,,
5734,Nena,Banyuhay,,
5737,SABI MO AKO LAMANG,MEN OPPOSE,,
5748,Uninvited,Alanis Morissette,,
5749,All For Love,Brian Adams,,
5764,THANK YOU,ALANIS MORISSETTE,,
5770,All The Small Things,Blink 182,,
5772,Jaded,Aerosmith,,
5774,TUBTHUMPING,CHUMBAWAMBA,,
5783,MMM BOP,HANSON,,
5788,Wishing I Was There,Natalie Imbruglia,,
5822,I'll Never Go,Nexxus,,
5849,Sana'y Bigyan Mo Ng Pansin,Mystica,,
5869,WALANG KASING TAMIS,MIKE HANOPOL,,
5872,214,Rivermaya,,
5875,ESEM,YANO,,
5879,IIYAK KA RIN,ARNEL PINEDA,,
5898,PANAHON,MIKE HANOPOL,,
5900,PASENSYA NA,MIKE HANOPOL,,
5907,Sweet Child O' Mine,Guns N' Roses,,
5934,AWIT AT PAG-IBIG,AEGIS,,
5942,BASANG-BASA SA ULAN,AEGIS,,
5946,BUHAY AMERIKA,MIKE HANOPOL,,
5963,HESUS,AEGIS,,
5965,Himala,Rivermaya,,
5967,I Can't Find The Words To Say Goodbye,David Gates,,
5969,I Love You Na Lang Sa Tago,AEGIS,,
5972,In The End,Linkin' Park,,
5980,Kanto,Siakol,,
5999,PAIKOT-IKOT,RANDY SANTIAGO,,
6000,Peksman,Siakol,,
6012,Simply Jessie,Rex Smith,,
6021,Final Countdown,Europe,,
6062,Enter Sandman,Metallica,,
6072,All The Small Things,Blink 182,,
6092,All The Small Things,Blink 182,,
6111,Inday,Juan De La Cruz Band,,
6113,How Do You Want Me To Love you,911,,
6125,LITTLE HONDA,BEACH BOYS,,
6130,Namumuro Ka Na,Lukas,,
6143,Project,Juan Dela Cruz,,
6157,A DREAM GOES ON FOREVER,TODD RUNDGREN,,
6158,A MAN I'LL NEVER BE,BOSTON,,
6166,Ashes To Ashes,David Bowie,,
6168,BAD COMPANY,BAD COMPANY,,
6170,Bad Lands,Bruce Springsteen,,
6171,BEEP BEEP,JUAN DELA CRUZ,,
6173,Brain Damage,Pink Floyd,,
6174,BRAIN STEW,GREEN DAY,,
6175,Breakfast In America,SuperTramp,,
6185,DEUCE,KISS,,
6188,DIRTY LAUNDRY,DON HENNLEY,,
6189,DISCOTHEQUE,U2,,
6192,DOMINO,KISS,,
6197,Dumb,Nirvana,,
6198,EASTER,MARILLION,,
6201,Enter Sandman,Metallica,,
6202,Enter Sandman,Metallica,,
6204,GOD OF THUNDER,KISS,,
6217,JINGO,SANTANA,,
6220,JUST A BOY,KISS,,
6222,JUST FOR THE RECORD,MARILLION,,
6225,Kanto,Siakol,,
6227,Kind Of A Drag,The Buckinghams,,
6232,LADY IN BLACK,URIAH HEEP,,
6237,LAND OF CONFUSION,GENESIS,,
6244,THE LOGICAL SONG,SUPERTRAMP,,
6246,LONG LIVE ROCK,THE WHO,,
6247,THE LONG RUN,EAGLES,,
6248,LONG TIME,BOSTON,,
6252,Lover's Moon,Glen Frey,,
6254,Low Man's Lyric,Metallica,,
6256,LYING EYES,EAGLES,,
6257,MAGIC MAN,HEART,,
6260,Mamasyal Sa Pilipinas,Juan Dela Cruz,,
6261,MANIWALA KA,AEGIS,,
6265,MIND GAMES,JOHN LENNON,,
6266,MOON AGE DAYDREAM,DAVID BOWIE,,
6275,Mr. Speed,Kiss,,
6281,Mysterious Ways,U2,,
6283,Neon Knights,Black Sabbath,,
6288,No More Mr. Nice Guy,Alice Cooper,,
6291,Nobody's Wife,Amoks,,
6297,ONE,U2,,
6299,ONE NIGHT,ELVIS PRESLEY,,
6300,Only The Beginning,Chicago,,
6301,OPIUM,DANIEL BELANGER,,
6304,PAG-IBIG KO SA IYO'Y DI MAGBABAGO,MEN OPPOSE,,
6305,PAGTAWID,AFTER IMAGE,,
6306,PANAHON,Juan Dela Cruz,,
6308,Peace Of Mind,Boston,,
6310,PLANET CARAVAN,BLACK SABBATH,,
6311,Pleasant Valley Sunday,THE MONKEES,,
6314,POWER OF LOVE,HUEY LEWIS,,
6323,Room With A View,Tony Carey,,
6326,Ruby Tuesday,Rolling Stones,,
6327,Runaway,Bon Jovi,,
6330,SALVATION,THE CRANBERRIES,,
6334,SIMPLY THE BEST,TINA TURNER,,
6335,SINCE I'VE BEEN LOVING YOU,LED ZEPPELIN,,
6336,SISTERS OF THE MOON,FLEETWOOD MAC,,
6343,Starman,David Bowie,,
6345,STEAMY WINDOWS,TONY JOE WHITE,,
6370,WHEN WILL I BE LOVED,EVERLY BROTHERS,,
6385,Hungry Like A Wolf,Duran Duran,,
6386,Never Say Goodbye,BonJovi,,
6392,Affirmation,Savage Garden,,
6400,BAKIT,AEGIS,,
6414,Di Mo Ba Alam,Siakol,,
6415,HONESTLY,HAREM SCAREM,,
6425,IF LIFE IS SO SHORT,THE MOFFATTS,,
6432,KING CREOLE,ELVIS PRESLEY,,
6453,So Sad,Everly Brothers,,
6464,CENTERFOLD,J.  GEILS BAND,,
6469,KUMUSTA MGA KAIBIGAN,WENCY CORNEJO,,
6475,Sa May Bintana,James Coronel,,
6496,Patawarin Mo,Rockstar 2,,
6500,Sayang Na Sayang,Aegis,,
6526,ADRIENNE,The Calling,,
6550,Complicated,Avril Lavigne,,
6552,Crazy Love,POCO,,
6554,DANCE WITH ME TONIGHT,THE WONDERS,,
6558,Don't Dream Its Over,Crowded House,,
6566,Hindi Magbabago,Randy Santiago,,
6577,I'm With You,Avril Lavigne,,
6596,MY CONFESSION,RICHARD MARX,,
6598,Never Surrender,Corey Hart,,
6602,Objection Tango,Shakira,,
6618,Somewhere I Belong,Linkin Park,,
6638,USAPAN,AEGIS,,
6640,VICTIMS OF LOVE,JOE LAMONT,,
6644,Welcome To The Fun Club,Meja,,
6651,Wherever You Will Go,The Calling,,
6657,Yellow,Coldplay,,
6658,A MAN I'LL NEVER BE,BOSTON,,
6665,Jannie's Got A Gun,Aerosmith,,
6669,All The Small Things,Blink 182,,
6672,Magmahalan Na,Dyna Souls,,
6676,ONE STEP CLOSER,LINKIN PARK,,
6678,Pink,Aerosmith,,
6680,BATIBOT,ALAMID,,
6687,Thank You,Alanis Morissette,,
6689,What's My Age Again,Blink 182,,
6690,YOU LEARN,ALANIS MORISSETTE,,
6699,Usok,Aegis,,
6700,Mahal Na Mahal Kita,Aegis,,
6704,LAKAS TAMA,SIAKOL,,
6705,Namumuro Ka Na,Lukas,,
6711,Buloy,Parokya ni Edgar,,
6717,Without You,After Image,,
6721,Ano Ang Babaguhin Ko...,Siakol,,
6725,Aso,Siakol,,
6728,AYOKO NA SA YO,SIAKOL,,
6730,Bagong Taon Na Naman,Siakol,,
6741,Diyan Sa Buhay Mo,Siakol,,
6750,Hit Me With Your Best Shot,Pat Benatar,,
6752,Magbago Ka,Sampaguita,,
6757,Pakyut,Joey De Leon,,
6789,Estudyante Blues,Sampaguita,,
6790,Everly Brothers Medley,E.Brothers,,
6791,Everybody Loves A Clown,The Playboys,,
6799,The Search Is Over,Survivor,,
6815,COOL KA LANG,PRETTIER THAN PINK,,
6821,Next In Line,After Image,,
6835,Lagim,Siakol,,
6841,BLACK MAGIC WOMAN,SANTANA,,
6851,Adrienne,The Calling,,
6853,Patawarin Mo,Rockstar 2,,
6859,Electrical Storm,U2,,
6862,Everywhere,Michelle Branch,,
6865,Hitchin' A Ride,Greenday,,
6869,In My Place,Cold Play,,
6876,MY SWEET LORD,GEORGE HARRISON,,q
6884,Peksman,Siakol,,
6886,Rock DJ,Robbie Williams,,
6892,Summer Of '69,Bryan Adams,,
6896,The Scientist,Cold Play,,
6902,Unwell,Matchbox 20,,
6906,What's My Age Again,Blink 182,,
6912,By The Way,Red Hot Chili Peppers,,
6923,Californication,Red Hot Chili Peppers,,
6926,Disease,Matchbox 20,,
6934,Clocks,Cold Play,,
6939,I'll Be,Edwin McCain,,
6957,Dukha,Aegis,,
6965,CRY,MANDY MOORE,,
6969,Don't Cry,Gun's N' Roses,,
6973,Elvis Presley Medley,Elvis Presley,,
6989,Patience,Guns N' Roses,,
6996,Buy 1 Take 1,Grin Department,,
7001,A Matter Of Trust,Billy Joel,,
7002,All Star,Smash Mouth,,
7003,Minahal Kita,Aegis,,
7008,Sayang Na Sayang,Aegis,,
7010,Sinta,Aegis,,
7014,SUSPICIOUS MINDS,ELVIS PRESLEY,,
7016,Tao(Unplugged),Aegis,,
7017,TAYO'Y MGA PINOY,AEGIS,,
7020,Try A Little Tenderness,Kiss,,
7027,WILD WORLD,MR. BIG,,
7043,You're So Square Baby I Don't Care,Elvis Presley,,
7052,Pasko Ang Araw Ng Pag-ibig,Siakol,,
7053,HERO OF THE DAY,METALLICA,,
7054,SEEK AND DESTROY,METALLICA,,
7056,Caught In A Web,DreamTheater,,
7061,Summer's Son,Texas,,
7065,Maligayang Pasko,Siakol,,
7068,AND WHEN I DIE,BLOOD SWEAT AND TEARS,,
7076,Kun'di Rin Lang Ikaw,True Faith,,
7086,Numb,Linkin Park,,
7107,86,Green Day,,
7116,The Memory Remains,Metallica,,
7124,ANGIE,ROLLING STONES,,
7142,Another Brick In The Wall,Pink Floyd,,
7144,Any Dream Will Do,Boston,,
7163,Back In the USSR,The Beatles,,
7168,Bakit(Acoustic),Aegis,,
7169,Bakit(2),Aegis,,
7171,BARBARA ANN,BEACH BOYS,,
7172,BASANG-BASA SA ULAN,AEGIS,,
7189,Breaking Up Is Hard To Do,N. Sedaka,,
7195,Buses And Train,Bachelor Girl,,
7207,HALIK,AEGIS,,
7209,Heart Of Glass,Blondie,,
7216,Luha,Aegis,,
7218,May Bukas Pa,Aegis,,
7221,Ako'y Isang Pinoy,Chico Chikas,,
7236,Ang Buhay Ko,Aegis,,
7241,Kung Ok Lang Sayo,True Faith,,
7269,Basang-Basa Sa Ulan,Aegis,,
7280,Halik,Aegis,,
7291,Have you Ever Seen The Rain,CCR,,
7298,SHATTERED DREAMS,JOHNNY HATES JAZZ,,
7320,A Collection,Marillion,,
7323,AFFAIRS OF THE HEART,STEVE NICKS,,
7376,Anytime,Kelly Clarkson,,
7395,Gold,Spandau Ballet,,
7397,Di Mo Ba Alam,Siakol,,
7401,BATIBOT,ALAMID,,
7411,The Yes Yes Show,Parokya Ni Edgar,,
7430,Back To You,John Mayer,,
7451,I GOT YOU BABE,SONNY & CHER,,
7453,Insensitive,Jann Arden,,
7470,All Those Years Ago,George Harrison,,
7479,BUHAY SEAMAN,MKE HANOPOL,,
7491,FOOLS RUSH IN,RICK NELSON,,q
7506,Just Tell Her Jim Said Hello,Elvis Presley,,
7514,MY WORLD KEEPS GETING SMALLER,NEIL SEDAKA,,
7516,Old And Wise,Alan Parsons Project,,
7520,The Day We Caught The Train,Ocean Colour Scene,,q
7534,I Just Died In Your Arms Tonight,Cutting Crew,,
7539,2001 C.C. RIDER,ELVIS PRESLEY,,
7543,A Kind Of Magic,Queen,,
7549,A Well Respected Man,Gary Lewis,,
7582,Pretend That I Don't Love You,Cookie Chua,,
7596,Bring Me Down,Rivermaya,,
7599,Classic,Adrian Gurvitz,,
7622,Breath,Michelle Branch,,
7630,Are You Happy Now,Michelle Branch,,
7659,Picha Pie,Parokya Ni Edgar,,
7669,Your Body Is A Wonderland,John Mayer,,
7674,THE ZEPHYR SONG,RED HOT CHILI PEPPERS,,
7683,All You Wanted,Michelle Branch,,
7684,Back To You,John Mayer,,
7686,BRING ME TO LIFE,EVANESCENCE,,
7692,No Such Thing,John Mayer,,
7695,Goodbye To You,Michelle Branch,,
7704,Noypi,Bamboo,,
7711,Breaking The Habit,Linkin Park,,
7758,Limang Dipang Tao,Barbie's Cradle,,
7766,Bati Na Tayo,Agaw Agimat,,
7796,Drive,Incubus,,
7798,Bent,Matchbox 20,,
7799,Kryptonite,3 Doors Down,,
7801,Sway,Bic Runga,,
7825,Bakal Na Rehas,No Bail Band,,
7831,Burn+B6052:C6111 Out,Sugar Free,,
7857,This Love,Maroon 5,,
7862,A THOUSAND MILES,VANESSA CARLTON,,
7865,Biglaan,6cycle Mind,,
7866,Bringing Heartbreak,Mariah Carey,,
7867,The Reason,Hoobastank,,
7870,Faint,Linkin Park,,
7871,Find My Way Back,Michelle Branch,,
7885,Mr. Clay,Bamboo,,
7888,Our Lives,The Calling,,
7892,Penny And Me,Hanson,,
7895,She Will Be Loved,Maroon 5,,
7928,I Hate Everything About You,Ugly Kid Joe,,
7931,YOU ARE SO BEAUTIFUL,JOE COCKER,,
7935,Lana,Roy Orbison,,
7938,Sad But True,Metallica,,
7942,Road Trippin',Red Hot Chili Peppers,,
7947,Teacher I Need You,Elton John,,
7951,First Day Of My Life,Rasmus,,
7952,Walking Contradiction,Greenday,,
7956,Batibot,Alamid,,
7962,Crying,Roy Orbison,,
7963,Wall,Kansas,,
7964,I'm Walking,Fats Domino,,
7967,Smoke,Natalie Imbruglia,,
7969,HELLO AGAIN,NEIL DIAMOND,,
7978,SUMMER BREEZE,SEALS & CROFTS,,q
7980,KING OF PAIN,ALANIS M.,,
7984,Mony Mony,Tomy James Shondells,,
7985,The Sweetest Thing,U2,,
7987,Jump,Van Halen,,
7999,Walk Like An Egyptian,Bangles,,
8002,Pieces of Me,Ashly Simpson,,
8018,How Can I Forget You,Nexxus,,
8028,I Remember You,Skidrow,,
8031,I Want You,Savage Garden,,
8038,Nativity In Black,Black Sabbath,,
8047,Pagbabalik,Aegis,,
8053,Look What You've Done,Jet,,
8058,Awit Ng Kabataan,Rivermaya,,
8060,Bilanggo,Rizal Underground,,
8061,Bulakbol,Mongols,,
8080,Natutulog Kong Mundo,Wolfgang,,
8081,It Won't Be Long,Beatles,,
8083,Sulat,Moonstar 88,,
8085,Your Love,Alamid,,
8086,Plush,Stone Temple Pilots,,
8098,Wag Na Wag Mong Sasabihin,Kitchie Nadal,,
8109,Speechless,Thomas Mason,,
8118,Could It Be Any Harder,The Calling,,
8119,Harder To Breathe,Maroon 5,,
8123,Sometimes You CAn Make It..,U2,,
8129,Liwanag Sa Dilim,Rivermaya,,
8130,Turn,Mojo Fly,,
8131,Sunday Morning,Maroon 5,,
8133,KLSP,Sponge Cola,,
8134,Leaving You,Session Road,,
8135,Lunes,Sponge Cola,,
8137,Bulong,Kitchie Nadal,,
8141,Suntok Sa Buwan,Session Road,,
8150,Hari Ng Sablay,Sugar Free,,
8153,Don't Chain My Heart,Toto,,
8159,Sweetest Goodbye,Maroon 5,,
8169,True Love,All About Eve,,q
8172,I Believe In The Thing Called Love,The Darkness,,
8175,Untitled,Simple Plan,,
8191,La La,Ashly Simpson,,
8199,Same Ground,Kitchie Nadal,,
8205,Beautiful Soul,Jesse Mccartney,,
8209,The Day You Said Goodnight,Hale,,
8210,Hallelujah,Bamboo,,
8214,Scooter Boy,Mojo Fly,,
8217,The Unforgiven,Metallica,,
8219,Fighter,Christina Aguilera,,
8220,Warpigs,Black Sabbath,,
8221,Behind these Hazel Eyes,Kelly Clarkson,,
8223,The Next Best Superstar,Mel C.,,
8227,WISHING I WAS THERE,NATALIE IMBRUGLIA,,
8228,Don't Let Me Get Me,Pink,,
8232,Minamalas,Mojofly,,
8233,Feel Good Inc.,Gorillaz,,
8234,Helena,My Chemical Romance,,
8238,Jopay,Mayonaise,,
8239,Mata,Mojo Fly,,
8242,Masaya,Bamboo,,
8246,Akap,Imago,,
8254,Sorry,Cueshe',,
8257,High,The Speaks,,
8259,Stay,Cueshe',,
8262,Basket Case,Greenday,,
8265,Dangerous,Roxette,,
8267,Don't Stop Believing,Journey,,
8270,Every Rose Has Its Thorn,Poison,,
8272,Break Away,Kelly Clarkson,,
8274,Beautiful Disaster,Kelly Clarkson,,
8275,Hard To Handle,Black Crowes,,
8299,You're Beautiful,James Blunt,,
8300,Wake Me Up When September Ends,Greenday,,
8301,Lonely No More,Rob Thomas,,
8308,Since You've Been Gone,Kelly Clarkson,,
8322,Because Of You,Kelly Clarkson,,
8325,Eddie's Song,Mayonnaise,,
8334,Kitchie Nadal Medley,Kitchie Nadal,,
8335,These Days,Bamboo,,
8336,Sunshine,Bamboo,,
8345,Mang Jose,Parokya Ni Edgar,,
8347,Harapin Ang Liwanag,The Dawn,,
8350,Ulan,Cueshe,,
8352,Jeepney,Spongecola,,
8354,Chicksilog,Kamikazee,,
8359,Love Ko 'To,Kitchie Nadal,,
8374,Here Without You,3 Doors Down,,
8381,Much Has Been Said,Bamboo,,
8382,Waiting In Vain,Bamboo,,
8383,F.U.,Bamboo,,
8384,Narda,Kamikazee,,
8385,Lagi Mo Na Lang Akong Dinededma,Rocksteddy,,
8386,Tulog Na,Sugarfree,,
8387,I (Ay),6 Cyclemind,,
8389,Love Me Now Hate Me Soon,Cueshe',,
8397,Anino,Imago,,
8399,Iisang Bangka,The Dawn,,
8400,Sometimes A Fantasy,Billy Joel,,
8411,Beer,Itchyworms,,
8419,Don't Stop Believing,Journey,,
8424,Pretty Vegas,Inxs,,
8428,Walk Away,Kelly Clarkson,,
8430,Because You Live,Jesse McCartney,,
8438,Makulay Na Buhay,Kitchie Nadal,,
8444,Akin Ka Na Lang,Itchy Worms,,
8445,241 (My Favorite Song),Rivermaya,,
8446,24 Hour Ago,Cueshe',,
8447,Dahil Ikaw,True Faith,,
8452,Toll Gate,Hale,,
8453,Order Taker,Paokya Ni Edgar and Kamikazee,,
8455,Trip,6 Cycle Mind,,
8456,Can't Let You Go,Cueshe,,
8458,Truth,Bamboo,,
8471,YOU AND ME,LIFEHOUSE,,
8474,Blue Sky,Hale,,
8479,DOO BIDOO,KAMIKAZEE,,
8480,MARTYR NYEBERA,KAMIKAZEE,,
8485,BACK TO ME,CUESHE',,
8488,FIRST OF SUMMER,URBANDUB,,
8492,Interstate Love Song,Stone Temple Pilots,,
8493,STARS,CALLALILY,,
8498,TEARS,X-JAPAN,,
8506,PANALANGIN,MOONSTAR 88,,
8510,TARALETS,IMAGO,,
8511,WALTZ,HALE,,
8513,BITIW,SPONGE COLA,,
8530,EVERSINCE THE WORLD BEGUN,SURVIVOR,,
8531,HOLDING OUT FOR A HERO,BONNIE TYLER,,
8532,ALL OVER YOU,LIVE,,
8535,RICH GIRL,GWEN STEFANI,,
8538,WELCOME TO THE BLACK PARADE,MY CHEMICAL ROMANCE,,
8541,Nakapagtataka,Sponge Cola,,
8542,DVD X,SANDWICH,,
8550,PINTURA,KJWAN,,
8551,DEFINE,HILERA,,
8554,Kung Ayaw Mo Na Sa Akin,Sugarfree,,
8555,AMBISYOSO,KAMIKAZEE,,
8556,HOW TO SAVE A LIFE,THE FRAY,,
8557,FAMOUS LAST WORDS,MY CHEMICAL ROMANCE,,
8560,LIPS OF AN ANGEL,HINDER,,
8570,GRACE KELLY,MIKA,,
8575,Walang Yamang Mas Hihigit Sa Iyo,Cueshe,,
8576,HIDE AND SEEK,HALE,,
8577,BORROWED TIME,CUESHE,,
8579,TATSULOK,BAMBOO,,
8587,UPSIDE DOWN,2 MINDS CRACK,,
8593,Love Team,Itchyworms,,
8594,Tuliro,Spongecola,,
8595,Magbalik,Callalily,,
8597,LONG LONG TIME,LINDA RONSTADT,,
8599,WHEN LOVE AND HATE COLLIDE,DEF LEPPARD,,
8603,ROUND AND ROUD,SPANDAU BALLET,,
8604,Wasted Time,Skidrow,,
8609,WHAT I'VE DONE,LINKIN PARK,,
8610,MAKES ME WONDER,MAROON 5,,
8611,FOR YOU,THE CALLING,,
8613,CHINA EYES,ALAMID,,
8619,Bakit,Cueshe,,
8629,PASENSYA NA,CUESHE,,
8630,Charing (Bisaya),1017,,
8778,TEENAGERS,MY CHEMICAL ROMANCE,,
8785,SKY,CUESHE,,
8789,BREAK NA TAYO,ROCKSTEDDY,,
8797,SONG FOR YOU,CHAD PERALTA,,
8799,ALE,THE BLOOMFIELDS,,
8830,BLUE JEANS,ROCKSTEDDY,,
8832,Charing (Tagalog),1017,,
8836,EWAN,IMAGO,,
8840,Home,Chris Daughtry,,
8842,WAITING ON THE WORLD TO CHANGE,JOHN MAYER,,
8851,PROBINSYANA,BAMBOO,,
8855,SONG FOR YOU,SESSION ROAD,,
8862,AKO,RJ JIMENEZ,,
8866,VACATION,CONNIE FRANCIS,,
8871,Just Like A Pill,Pink,,
8876,THROUGH THE BARRICADES,SPANDAU BALLET,,
8880,WAKE UP CALL,MAROON 5,,
8886,IT'S NOT OVER,DAUGHTRY,,
8887,WALA NG IBA,THE BLOOMFIELDS,,
8895,SEASON OF SMILE,ITCHYWORMS,,
8899,ASA KA PA,BLUE KETCHUP,,
8900,AS THE MUSIC PLAYS THE BAND,BAMBOO,,
8901,SEKSI SEKSI,AMIKAZEE,,
8902,INIHAW (LUPET NA HUMAHAGUPET),SIAKOL,,
8903,BERTING (Tagalog),1017,,
8905,WAG KA NG UMIYAK,SUGARFREE,,
8908,Sanctuary,Callalily,,
8923,Charing (Tagalog),1017,,
8926,Inihaw(Hagupit),Siakol,,
8928,Mukhang Pera,The Youth,,
8932,LIGHT YEARS,BAMBOO,,
8940,WALANG MYSTERYO,IMAGO,,
8942,Bisrock,Indephums,,
8951,ALA-ALA,KOLLIDE,,
8957,DIRECTOR'S CUT,KAMIKAZEE,,
8961,ISIPIN,MIGUEL ESCUETA,,
8970,SENTI,YANO,,
8971,SO FAR AWAY,BAMBOO,,
8976,Berting,1017,,
8988,Wala Ng Iba,Bloomfields,,
9004,Falling Away,Miguel Escueta,,
9007,Iskul Bukol,The Bloomfields,,
9017,Salawikain,MCoy of Orange & Lemons,,
9019,Ulaw-Ulaw,Assembly Language,,
9030,ONE LOOK,KWAN,,
9031,PAGBABALIK NG KWAGO,KAPATID,,
9033,REBOUND,SILENT SANCTUARY,,
9039,DON'T GIVE UP ON US BABY,DAVID SOUL,,
9066,KABATAANG PINOY,ITCHYWORMS,,
9082,NILAMON NG GABI,THE PAIN UP GIRLS,,
9090,SANA NAMAN,SESSION ROAD,,
9098,SUNDO'T HATID,KAYE & THE BOXERS,,
9120,PANAHON,Juan Dela Cruz,,
9130,Desert Rose,Sting,,
9195,In Despair,Victor Wood,,
9218,Tinig,Join The Club,,
9241,INTO THE NIGHT,CHAD KROEGER FT. SANTANA,,
9243,HEY THERE DELILAH,PLAIN WITE T'S,,q
